,title,view_count,like_count,comment_count,published,duration,video_id
1060,Barstool Pizza Review - Pizza Rollio,66765,846,71,2020-3-3,173.0,WsEDG0CX3tU
1061,"Barstool Pizza Review - Ralph's Pizza (Nutley,NJ)",505607,6390,669,2020-3-3,245.0,kXE9YJKyaoY
1062,Bricco With Special Guest John Cena — Barstool Pizza Review,2487395,37834,3210,2020-3-3,487.0,fupDlcAuvDQ
1063,"Barstool Pizza Review - Julian's Pizzeria San Antonio,TX (Easter Special)",76041,1502,141,2020-3-3,159.0,WYZAJPr_enE
1064,"Barstool Pizza Review - Big Lou's Pizza (San Antonio,TX)",1073864,11559,1119,2020-3-3,373.0,5elIifXJNhE
1065,Pizza Review - Pizzaritas (SanAntonio),90563,1260,133,2020-3-3,177.0,n6jRePUigZc
1066,Barstool Pizza Review - Martina Pizzeria,42416,630,51,2020-3-3,206.0,PveGzv8yuz0
1067,Pizza Review - Patzeria with RayAllen,625422,10086,994,2020-3-3,658.0,n8ECEBuwX9U
1068,Barstool Pizza Review - L'Amico With Special Guest Josh Allen,188307,2417,187,2020-3-3,211.0,_jiwbZX9XOM
1069,Barstool Pizza Review - Il Mattone West Village (Bonus Stolen Pizza),68826,994,79,2020-3-3,209.0,GO8HI4z8Kxs
1070,Barstool Pizza Review - Ovest Pizzoteca,49008,678,47,2020-3-3,137.0,YIhCznvV3eU
1071,Barstool Pizza Review - Full Moon Pizza (Bronx),62953,772,77,2020-3-3,141.0,xO55XPZGIvA
1072,Pizza Review - Pugsley Pizza Jon Taffer,1018593,12971,1007,2020-3-3,512.0,ZTQJKyB4CQ8
1073,Barstool Pizza Review - Williamsburg Pizza (Brooklyn),95099,1083,89,2020-3-3,283.0,GLOfSy4TySA
1074,Barstool Pizza Review - Evel Pie (Las Vegas),37740,363,57,2020-3-3,141.0,8jgFJCsOm5I
1075,Barstool Pizza Review - Nino's 46 With Special Guest Tucker Carlson,1398662,33300,3040,2020-3-3,319.0,ykjlRft4JO4
1076,Barstool Pizza Review - Pizza Hut,586500,6228,618,2020-3-3,104.0,-nl5VXemhmA
1077,Barstool Pizza Review - La Gusto Pizza,24373,298,26,2020-3-3,127.0,i_lRQs275PE
1078,Barstool Pizza Review - Cheesy Pizza,50023,574,48,2020-3-3,135.0,F0HgbxI1m6w
1079,Barstool Pizza Review - Sal & Carmine Pizzeria,57603,776,81,2020-3-3,173.0,Q5YDPBagauA
1080,Barstool Pizza Review - Mama's Too (300th NYC Pizza Review),113543,1769,107,2020-3-3,274.0,t-nmOORkHf0
1081,"Barstool Pizza Review - Bond 45 With Special Guest Chris ""Mad Dog"" Russo",91732,1261,144,2020-3-3,222.0,pAByGN-zKbc
1082,"Barstool Pizza Review - Casa D'Amici (Morgantown,WV)",47882,613,71,2020-3-3,131.0,-n_-D6j8m0w
1083,"Barstool Pizza Review - Pizza Al's (Morgantown,WV)",74478,774,43,2020-3-3,148.0,cvYdY_49OBQ
1084,"Barstool Pizza Review - Colasante's (Morgantown,WV)",53932,651,53,2020-3-3,121.0,0fP8s4nCRec
1085,Barstool Pizza Review - Love & Dough,44916,793,48,2020-3-3,182.0,OpKGXJCFK1g
1086,Barstool Pizza Review - The Original Patsy's (Bonus Bicycle Horn),230837,3153,288,2020-3-3,182.0,wHOfbMRjHqE
1087,"Barstool Pizza Review - Louie & Ernie's (Bronx,NY)",124115,1561,184,2020-3-3,131.0,7k0FOLGM_wU
1088,"Barstool Pizza Review - Punch Pizza (St.Paul,MN)",71871,818,101,2020-3-3,187.0,QHPBRnC5U8k
1089,"Barstool Pizza Review - Mama's Pizza (St. Paul,MN)",65462,787,88,2020-3-3,146.0,tg2DYw14i8U
1090,"Barstool Pizza review - Dulono's Pizza (Minneapolis,MN) With Special Guest Baker Mayfield",239997,2872,184,2020-3-3,213.0,FOkTsHZY1EY
1091,"Barstool Pizza Review - Cheetah Pizza (Edina,Minnesota)",43111,590,85,2020-3-3,91.0,qAAxsAIKcSE
1092,Barstool Pizza Review - Fat Lorenzo's With Special Guest Olivia Culpo,441336,3925,336,2020-3-3,310.0,sUZbpu35hAw
1093,"Barstool Pizza Review - Red's Savoy (Minneapolis,MN) With Special Guest P.J. Fleck",131595,1392,117,2020-3-3,219.0,jK4sUx1bi3I
1094,Barstool Pizza Review - Frank & Andrea Pizza With Special Guest Emmitt Smith,268500,3381,304,2020-3-3,336.0,Uuj3OSZZ1xo
1095,"Barstool Pizza Review - Young Joni (Minneapolis,MN)",66338,738,63,2020-3-3,155.0,BPc8pTVP9Vk
1096,"Barstool Pizza Review - Mama's Pizza (St. Paul,MN)",1066,22,5,2020-3-3,146.0,qB1M2ZSVLb4
1097,"Barstool Pizza Review - Cossetta (St. Paul, MN)",73125,661,100,2020-3-3,165.0,HAyF1R8GJzs
1098,"Barstool Pizza Review - Pizza Lucé (Minneapolis, MN)",85643,769,155,2020-3-3,178.0,b-0hlflZut0
1099,"Barstool Pizza Review - Football Pizza (Minneapolis, MN)",55738,482,57,2020-3-3,160.0,1RI6nLrBNFU
1100,PizzaReview-StarPizza,72381,810,161,2020-3-3,178.0,EOiTVj_GtoQ
1101,Barstool Pizza Review - La Traviata With Special Guest Daymond John,398752,4665,316,2020-3-3,343.0,qcSug5f3-54
1102,"Barstool Pizza Review - Pizza Land (North Arlington, New Jersey)",85213,1161,174,2020-3-3,164.0,jltCGcUFgnc
1103,Barstool Pizza Review - Resette With Special Guest Rob Riggle,316138,3826,246,2020-3-3,314.0,Ij0SWV3QXyg
1104,Barstool Pizza Review - B&W Deli and Pizzeria,29332,475,49,2020-3-3,149.0,v9LN0C1noeM
1105,Barstool Pizza Review - Mediterraneo With Special Guest Saquon Barkley,392595,4062,244,2020-3-3,277.0,bQcZm7FVFsw
1106,Barstool Pizza Review - La Bellezza Pizza,25813,338,32,2020-3-3,110.0,4QgYmRowIGQ
1107,Barstool Pizza Review - Tre Sorelle With Special Guest Jillian Michaels (Bonus Olympic Mistake),411007,4655,525,2020-3-3,551.0,Cp9phpqVPJw
1108,Barstool Pizza Review - Rubby Pizzeria (Bonus Rice & Beans),175952,2274,222,2020-3-3,289.0,QrmvqjELIfc
1109,Barstool Pizza Review - Justino's Pizza,32644,499,20,2020-3-3,90.0,e4ofkW7eLYY
1110,Barstool Pizza Review - Casabianca Pizzeria,21199,293,25,2020-3-3,103.0,WJ_ASa_WjKo
1111,Barstool Pizza Review - Sottosuolo Pizza,22929,294,22,2020-3-3,123.0,7uQSXY-FDk0
1112,Barstool Pizza Review - Mariella Pizza,24680,304,39,2020-3-3,131.0,9P7O8BPF0Cg
1113,Barstool Pizza Review - Bella Blu,45636,619,42,2020-3-3,170.0,-aNVkYt7A3A
1114,Barstool Pizza Review - Il Forno Pizza,31682,360,31,2020-3-3,158.0,KPRS7sqUv6Y
1115,Barstool Pizza Review - Scarr's Pizza,251142,2717,230,2020-3-3,235.0,IGWOrqTieGQ
1116,Barstool Pizza Review - Double Zero Plant Based Pizza,666873,8574,776,2020-3-3,282.0,Yq5HiR7JmWA
1117,Barstool Pizza Review - Stone Bridge Pizza With Special Guest George Springer,217457,1700,154,2020-3-3,331.0,SlzaEoKrRgg
1118,Barstool Pizza Review - Famous Pizza With Special Guest Phil Hellmuth,48752,576,52,2020-3-3,220.0,A0IQPyyuvUc
1119,Barstool Pizza Review - New York Sal's Pizza,38731,467,28,2020-3-3,175.0,iUxfWqg7Qpw
1120,Barstool Pizza Review - Gnocco,66021,898,82,2020-3-3,210.0,T0jXznKyN8I
1121,Barstool Pizza Review - Steve's Pizza,37048,471,40,2020-3-3,140.0,QPrl5NMHFeM
1122,Barstool Pizza Review - Serafina Pizza (Bonus Marriage Proposal),586675,13774,796,2020-3-3,366.0,qxq9u_mhwOY
1123,Barstool Pizza Review - The Original Joe's Pizza (Greenwich Village),466207,4267,325,2020-3-3,271.0,-ZK3apcuXpk
1124,Barstool Pizza Review - Francesco's Pizzeria With Special Guest Dr. Oz,236393,1948,306,2020-3-3,320.0,K0_AhOal9UI
1125,Barstool Pizza Review - Cafe 28 Pizza With Special Guest T-Pain,162802,2077,295,2020-3-3,625.0,FHoCuEz11Eg
1126,Barstool Pizza Review - Daniela Trattoria With Special Guest Chris Jericho,951829,8189,706,2020-3-3,656.0,U8NuKoBzBoc
1127,Barstool Pizza Review - Barilla With Special Guest Jake Paul,127618,1817,395,2020-3-3,330.0,9Gyf6LOEkpE
1128,Barstool Pizza Review - La Mia Pizza With Special Guest Mick Foley,875433,7782,737,2020-3-3,502.0,C78UtYpe3nQ
1129,"Barstool Pizza Review - Brier Hill Pizza (Youngstown, OH) Presented By Totino's Pizza Rolls",55965,602,93,2020-3-3,219.0,2INJMHIEJqQ
1130,Barstool Pizza -BrunoBrosYoungstownSITE,53627,603,40,2020-3-3,159.0,H5vzXgDPeME
1131,"Barstool Pizza Review - Belleria Pizza (Youngstown, OH)",77939,904,106,2020-3-3,230.0,QkrRIYVFt14
1132,"Barstool Pizza Review - Wedgewood Pizza (Youngstown, OH)",88176,1139,160,2020-3-3,195.0,f34TK81GNWI
1133,Barstool Pizza Review - Adoro Lei presented by Totino's Pizza Rolls,117497,1659,187,2020-3-3,332.0,IrQLSNBLQC4
1134,"Barstool Pizza Review - Umberto's (New Hyde Park,NY)",315324,2871,297,2020-3-3,261.0,ulU1T2hGoRM
1135,"Barstool Pizza Review - Buddy's Pizza (Dearborn, MI) With Special Guest Kellie Rowe",505477,4154,849,2020-3-3,434.0,d4TT0ySGDIU
1136,Barstool Pizza Review - Co. Pizza,71775,777,47,2020-3-3,202.0,_Rvz_yEdUoQ
1137,"Barstool Pizza Review - Bazbeaux (Indianapolis,IN) Presented By Totino's Pizza Rolls",138486,1258,118,2020-3-3,187.0,1ik42m29dWs
1138,"Barstool Pizza Review - Goodfellas Pizzeria (Indianapolis, IN)",168403,1798,155,2020-3-3,184.0,Uc5U0Nh_2m0
1139,"Barstool Pizza Review - Napolese (Indianapolis, IN) With Special Guest Pat McAfee",475492,4484,425,2020-3-3,304.0,Yt-OlLXuYuQ
1140,"Barstool Pizza Review - Empire Slice House (Oklahoma City,OK)",358760,3812,336,2020-3-3,258.0,BeM1eWpwYms
1141,Barstool Pizza Review - Nick's Pizza With Special Guest Bryce Harper (Bonus Hair Flip),734644,6805,284,2020-3-3,327.0,uCbgGcp1afI
1142,Barstool Pizza Review - Girello Pizzeria,89012,1020,31,2020-3-3,160.0,7cdwbuSnF04
1143,"Barstool Pizza Review - Impellizzeri's Pizza (Louisville,KY) WIth Special Guest Deion Branch",199580,1731,158,2020-3-3,295.0,HvHFra7oEA0
1144,Barstool Pizza Review - Bearno's Pizza With Special Guest Desmond Howard (Bonus Lil' Lamar Jackson),546808,5092,340,2020-3-3,329.0,lacgtHVy_ro
1145,Barstool Pizza Review - Vapiano Presented By Totino's,36888,462,71,2020-3-3,297.0,IFSwmRBTzlI
1146,Barstool Pizza Review - Rock Pizza Scissors,258022,2502,154,2020-3-3,192.0,rjVDEvRh6yw
1147,"Barstool Pizza Review - Sicilia's Pizza (Columbus,OH)",272998,2433,284,2020-3-3,387.0,pYpzXRbjrhQ
1148,"Barstool Pizza Review - Adriatico's Pizza (Columbus,OH)",64638,706,126,2020-3-3,168.0,fLtdMfKmyEg
1149,"Barstool Pizza Review - The O Patio & Pub (Columbus,OH)",184599,1675,353,2020-3-3,127.0,cRNqe7tqSsQ
1150,Barstool Pizza Review - The Original Regina Pizzeria (North End) Presented By Totino's Pizza Rolls,370139,3924,457,2020-3-3,207.0,czKHgxtldac
1151,Barstool Pizza Review - Va Bene With Very Special Guest Sally Rose on National Cheese Pizza Day,215465,6262,400,2020-3-3,334.0,Ch73-HgGo0c
1152,Barstool Pizza Review - Ciao Vineria con Cucina (Little Italy),91003,1027,53,2020-3-3,240.0,0z-t0Mx5rvI
1153,Barstool Pizza Review - Sal's Little Italy,96709,1227,71,2020-3-3,226.0,OSr8JlCQesg
1154,Barstool Pizza Review - Encore Beach Club (Las Vegas),29959,281,19,2020-3-3,68.0,nPUy6gW17_Q
1155,Barstool Pizza Review - Pizza Rock (Las Vegas),766900,7843,654,2020-3-3,486.0,0ZCAOjRdkko
1156,Barstool Pizza Review - Snacks Pizza At The Bellagio With Special Guest Robert Kraft,569846,5789,488,2020-3-3,423.0,rb65gAQGChs
1157,"Barstool Pizza Review - Naked City Pizza Shop (Las Vegas, NV)",85044,1004,121,2020-3-3,261.0,udPLGq4Ac4s
1158,Barstool Pizza Review - Five50 Pizza Bar 9 (Aria Las Vegas),48214,544,46,2020-3-3,185.0,MNvojiAxkTs
1159,"Barstool Pizza Review - New York Pizzeria (New York-New York, Las Vegas)",97634,1109,55,2020-3-3,139.0,mXIl6GxRNAk
1160,Barstool Pizza Review - Lil' Frankie's (Bonus Comedy Review),137980,2011,188,2020-3-3,371.0,eE4CYUZQpY8
1161,Barstool Pizza Review - Speedy Romeo,47919,564,30,2020-3-3,141.0,md9QAgfIxj4
1162,Barstool Pizza Review - Tavola (Bonus Ass Crack),108258,1562,113,2020-3-3,245.0,jlLk9bzIbyw
1163,Barstool Pizza Review - Sacco Pizza,92237,1031,80,2020-3-3,138.0,Cb_9LWxWCsw
1164,"Barstool Pizza Review - New Park Pizza (Howard Beach,NY)",306215,3155,484,2020-3-3,277.0,UHKIGKrO1IE
1165,One Bite With Davey Pageviews - Secret Pizza,64618,668,83,2020-3-3,136.0,8nxDLMQQEOk
1166,One Bite with Davey Pageviews - XS Las Vegas,14025,144,15,2020-3-3,88.0,WQbreTg8Z80
1167,"Barstool Pizza Review - The Pizza Joint (Augusta,GA) With Special Guest Paige Spiranac",407979,3595,464,2020-3-3,225.0,O1KSuv_SsIc
1168,Barstool Pizza Review - Coppolas,93989,1030,54,2020-3-3,156.0,Ey9305IxtSo
1169,Barstool Pizza Review - Highline Pizza,176956,1707,452,2020-3-3,343.0,i6G7_7JLgco
1170,Barstool Pizza Review - Cucina Bene Pizzeria,33812,623,54,2020-3-3,179.0,zZckq9tVQrU
1171,Barstool Pizza Review - Adriennes Pizza Bar,110966,1196,94,2020-3-3,308.0,YRbu7zhWlvo
1172,Barstool Pizza Review - Georgios Pizza,13577,253,12,2020-3-3,122.0,iDyi0C15GPc
1173,Barstool Pizza Review - iPizza NY (Bonus Krispy Krunchy Chicken Review),281158,2589,289,2020-3-3,194.0,xW64w3ToJMM
1174,Barstool Pizza Review - Frankie Boy's Pizza,537664,6822,314,2020-3-3,153.0,eUKjR5bMKbo
1175,Barstool Pizza Review - Picciotto,11770,213,19,2020-3-3,182.0,vXfkqNKRPao
1176,Barstool Pizza Review - Capizzi,79205,1103,71,2020-3-3,151.0,p-MW0oDoBs0
1177,Barstool Pizza Review - F&F Pizza,44565,599,38,2020-3-3,173.0,_fofh7mTXyU
1178,Barstool Pizza Review - Black Sheep Pizza,302711,3424,270,2020-3-3,227.0,VqN27cWZ4zg
1179,Barstool Pizza Review - Big Nick's with Bonus Burger Review,262205,2328,139,2020-3-3,259.0,6M6uaZpI0gA
1180,Barstool Pizza Review - Rossettis Pizza,61746,708,33,2020-3-3,185.0,21ZjzggcvWY
1181,Barstool Pizza Review - Rizzos Fine Pizza with Surpise Canoli Review,1116772,16733,946,2020-3-3,516.0,c5tisgtdgfw
1182,Barstool Pizza Review - Rubirosa Pizza,139692,1570,136,2020-3-3,346.0,KIdzyV0mv_A
1183,Barstool Pizza Review - Numero 28,199194,2374,167,2020-3-3,227.0,KniMvR8nu94
1184,Barstool Pizza Review - Song E Napule Pizzeria With Special Guest Kenan Thompson,375262,3610,455,2020-3-3,595.0,YMRmtcwWHSs
1185,Barstool Pizza Review - La Vera Pizzeria,98168,1189,100,2020-3-3,294.0,5Cwmn1Boa28
1186,Barstool Pizza Review - Emily West Village,159533,1588,169,2020-3-3,215.0,kEc7pBlpZlg
1187,Barstool Pizza Review - 310 Bowery Bar Pizza Featuring 9x World Champion Pizza Maker,2195135,15564,1121,2020-3-3,604.0,N2OBZCpuROo
1188,Barstool Pizza Review - Norma Gastronomia Siciliana (Bonus Homeless Chili Pepper Review),366462,6360,919,2020-3-3,655.0,V0jMriVv-VI
1189,Barstool Pizza Review - Cafe Fiorello with Bonus Firecracker Old Lady,186738,3144,262,2020-3-3,305.0,DYTtTCbStFs
1190,Barstool Pizza Review - Angelo Bellini Pizzeria With Special Guest Jon Taffer of Bar Resuce,1099686,17483,930,2020-3-3,380.0,yIZL8aSBjEc
1191,Barstool Pizza Review - Merilu Pizza Al Metro With Special Guest Cordarrelle Patterson,308909,3341,226,2020-3-3,415.0,uFGCHA7UWiI
1192,Barstool Pizza Review - Yankee Pizza,147252,1641,179,2020-3-3,237.0,KKrRkWsCeiE
1193,Barstool Pizza Review - Farinella Bakery Pizza With Special Guest Mike Portnoy Esq. (Bonus Lunatic),229094,2575,250,2020-3-3,374.0,1Eie9MG72Ko
1194,Barstool Pizza Review - Patsy's Pizzeria,174695,1448,123,2020-3-3,221.0,OCODPlDyh3A
1195,Barstool Pizza Review - Pasta Lovers,96267,1008,72,2020-3-3,195.0,9CfigjSdDQA
1196,Barstool Pizza Review - Radio City Pizza With Special Guest Haley Joel Osment,139367,1662,194,2020-3-3,276.0,_6iG30wNxN8
1197,Barstool Pizza Review - Borrelli's,464245,4704,390,2020-3-3,254.0,BMcizQC8tNQ
1198,Barstool Pizza Review - Saba's Pizza,184973,2271,115,2020-3-3,284.0,0IuAH3a-HKo
1199,Barstool Pizza Review - Carve,32945,356,21,2020-3-3,235.0,5eUkJvHUi-o
1200,Barstool Pizza Review - Kestè With Special Guest Matt Bonner,613595,3334,267,2020-3-3,536.0,OS_87cq9k-4
1201,Barstool Pizza Review - Claudio Pizzeria,40319,493,26,2020-3-3,125.0,CkyT_8jqNVM
1202,Barstool Pizza Review - Nizza (Bonus Acai Bowl Review),239479,2697,241,2020-3-3,512.0,Hw55rK6R-XE
1203,Barstool Pizza Review - Olio e Piú,46383,399,34,2020-3-3,159.0,RVvHV3d74nY
1204,Regina Pizzeria (Foxwoods) With Special Guest Guy Fieri  (Bonus Burgerthots) - Barstool Pizza Review,1812757,17985,1839,2020-3-3,911.0,8J7ae8I6SZE
1205,Barstool Pizza Review - Pecorino Pizzeria,33893,445,27,2020-3-3,178.0,nsW7ch2OVmA
1206,Barstool Pizza Review - Fiore's Pizza,42280,493,33,2020-3-3,153.0,6HHSIwX3Xg0
1207,Barstool Pizza Review From The Intrepid Taking You Into Memorial Day Weekend,32900,459,35,2020-3-3,160.0,Kpgp-giYrPw
1208,Barstool Pizza Review - Muzzarella Pizza,86464,1026,73,2020-3-3,146.0,Luo41CKI3VQ
1209,Barstool Pizza Review - Arturo's Pizza With Special Guest Adam Richman of Man Vs Food,1272309,13566,884,2020-3-3,446.0,Eil8Xm7f49E
1210,"Barstool Pizza Review - Picasso Pizzeria With Special Guest UFC Champion, Joanna Jedrzejczyk",154574,1882,156,2020-3-3,178.0,W2Eo-8CZGvk
1211,Barstool Pizza Review - Baker's Pizza with Special Guest Frank Fleming AKA Frankie Midnight,224803,2818,188,2020-3-3,154.0,q8OkfJVEegY
1212,Barstool Pizza Review - John's of Time Square with special guest Scott Van Pelt,710491,7628,426,2020-3-3,435.0,hdUJIP6-OjM
1213,Barstool Pizza Review - Cafe Daniello's Pizza,41490,725,37,2020-3-3,156.0,GhOF6K9MLKw
1214,Barstool Pizza Review - Bella Roma Pizza,110935,1132,75,2020-3-3,224.0,crdzANl5JCI
1215,Barstool Pizza Review - Best Pizza On 1st,1094365,8034,405,2020-3-3,285.0,G2Y451tEJ8c
1216,Barstool Pizza Review - Uncle Marios featuring Nate,112591,918,115,2020-3-3,214.0,lzICjmEg4jc
1217,One Bite with Davey Pageviews - Pranzo Pizza,19155,286,11,2020-3-3,105.0,CYwImKEf4go
1218,Barstool Pizza Review - The Grotto (Financial District),102055,1018,73,2020-3-3,182.0,ma1vQULMEzQ
1219,Barstool Pizza Review - Neapolitan Express. (Bonus - Stranger on the camera),42925,658,46,2020-3-3,119.0,_8TScn3-3OQ
1220,Barstool Pizza Review - Phil's Pizza With Special Guest George Brett,576751,4274,333,2020-3-3,447.0,FXm19JPOlzg
1221,One Bite with Davey Pageviews - Da Vinci Pizza,73701,861,104,2020-3-3,185.0,f0wIZBRUwtM
1222,Barstool Pizza Review - Open Market Pizza,43880,722,43,2020-3-3,106.0,NAO6RhA8qRY
1223,Santarpio's Pizza (Boston) with Julian Edelman - Barstool Pizza Review,976249,9164,719,2020-3-3,408.0,eBHmPZshL2I
1224,Barstool Pizza Review - Justino's (Financial District),37592,482,26,2020-3-3,109.0,qtIdjjygy0E
1225,Barstool Pizza Review - Luigi's Pizza (Bonus Soup Nazi),110791,1182,82,2020-3-3,320.0,KR_xmo4_7uA
1226,One Bite with Davey Pageviews - Roses (Penn Station),109523,1210,140,2020-3-3,151.0,y0TfuaqN7BQ
1227,One Bite with Davey Pageviews - Patrizias Brooklyn/Manhattan,27246,324,28,2020-3-3,163.0,rvBLw2QlEBY
1228,One Bite with Davey Pageviews - Slice & Co (Bonus Crazy Guy),187050,2512,272,2020-3-3,327.0,C0vUpdiUEBY
1229,One Bite With Davey Pageviews - Previti Pizza,68639,1009,48,2020-3-3,132.0,11CTFR17fz4
1230,One Bite With Davey Pageviews - AperiTIVO Pizza Bar (St.Patrick's Day Edition),27633,317,23,2020-3-3,106.0,6UJKhIUKJRs
1231,One Bite With Davey Pageviews - Don Giovanni,162903,2598,374,2020-3-3,244.0,ddkl-wG7IW4
1232,One Bite with Davey Pageviews - Pisa Pizza,75750,988,52,2020-3-3,152.0,qDFzX1CxGx8
1233,One Bite with Davey Pageviews - Brunetti Pizza,36753,537,30,2020-3-3,173.0,lybv4FHIo5k
1234,One Bite With Davey Pageviews - The Original Grimaldi's (Brooklyn),219877,2339,270,2020-3-3,239.0,w44UyWYdMAQ
1235,One Bite With Davey Pageviews - Pizza Mercato With Special Guest Jax Taylor,93634,896,85,2020-3-3,271.0,4SWyidQTScA
1236,One Bite with Davey Pageviews - Julianas (Brooklyn),203187,2568,188,2020-3-3,258.0,HGgw5_vjzRw
1237,One Bite with Davey Pagevies - Ignazios (Brooklyn),227444,2475,242,2020-3-3,196.0,DFcXxbJK1To
1238,One Bite with Davey Pageviews - L & B Spumoni Gardens (Brooklyn),265128,1911,553,2020-3-3,231.0,5AI65Q3qPT0
1239,One Bite with Davey Pageviews -  Belmora Pizza,21629,329,16,2020-3-3,147.0,JTmuJHzjrDY
1240,One Bite with Davey Pageviews - Pizza By Certe,46649,481,29,2020-3-3,193.0,kp2Qt71JBpQ
1241,One Bite with Davey Pageviews - My Pie Pizzeria Romana with Special Guest Michael Rapaport,609708,5677,1047,2020-3-3,329.0,VCk_b7iWDPA
1242,Barstool Pizza Review - Sports Illustrated Swimsuit Red Carpet,484836,5237,598,2020-3-3,934.0,bcvgMIBuQF8
1243,Barstool Pizza Review With SI Swimsuit Model Bianca Balti,14165,158,20,2020-3-3,325.0,LOghwD69cxM
1244,One Bite with Davey Pageviews  - Pizza Da Solo,57322,554,52,2020-3-3,166.0,ALSH9w3LQDI
1245,One Bite with Davey Pageviews - Teresa's Brick Oven Pizza,55866,798,42,2020-3-3,103.0,jEUZ3GKX10Q
1246,One Bite with Davey Pageviews - Royal Pizza (Bonus Lasagna),157871,2148,147,2020-3-3,295.0,i3ErlvnddOE
1247,One Bite With Davey Pageviews - Harry's Pizza Parlor (Happy National Pizza Day),61934,901,40,2020-3-3,148.0,mLsonwWM1SA
1248,One Bite with Davey Pageviews - Kiss My Slice with special guest Johnny Bananas,94822,1023,86,2020-3-3,215.0,qcENFGaz4VI
1249,"One Bite with Davey Pageviews - Villa Italy, Houston.",24174,219,94,2020-3-3,101.0,o7vkpPmo3Zs
1250,One Bite with Davey Pageviews - Totino's,39544,534,178,2020-3-3,318.0,-X3_n-RlBd0
1251,One Bite with Davey Pageviews - D'Napoli Pizza,27905,370,21,2020-3-3,107.0,pkN_ka1WkKY
1252,One Bite with Davey Pageviews - Giuseppe's Pizza with Special Guest Ryan Lochte,66265,628,51,2020-3-3,128.0,8o9-3qLi1t8
1253,One Bite with Davey Pageviews - Cassianos Kyle Rudolph,140261,1273,70,2020-3-3,168.0,zQvZ8a3aSko
1254,One Bite with Davey Pageviews - Uncle Paul's (Bonus Cookies and Cream),89263,929,48,2020-3-3,195.0,Q1CwEc534UM
1255,One Bite with Davey Pageviews - Gotham Pizza,26948,366,26,2020-3-3,109.0,VLy0C9K9SP0
1256,One Bite with Davey Pageviews - Luigi's,29671,347,27,2020-3-3,116.0,ZSrpCfQwf4E
1257,One Bite With Davey Pageviews - Giuseppe's Pizza,24211,365,28,2020-3-3,219.0,GvJGmldP3CU
1258,One Bite with Davey Pageviews - Pazza Notte,30567,437,32,2020-3-3,168.0,dzDUkMWeiq8
1259,One Bite with Davey Pageviews - Angelos,81082,1196,165,2020-3-3,252.0,kOkE03E1pcs
1260,One Bite with Davey Pageviews - Bella Vita Pizza,23564,400,24,2020-3-3,116.0,rtBffApdMc4
1261,One Bite with Davey Pageviews - Reginas Pizzeria,90311,810,38,2020-3-3,153.0,teDfUYu1hl0
1262,One Bite With Davey Pageviews - Little Gio's Pizza,61093,665,21,2020-3-3,145.0,HkuEoCgYjE8
1263,One Bite With Davey Pageviews - Pizza Italia,24246,331,12,2020-3-3,93.0,7-sSRSzZKBY
1264,One Bite with Davey Pageviews - Joe's,54324,447,26,2020-3-3,178.0,9TiW6Vwd6kU
1265,One Bite With Davey Pageviews - Rail Road Cafe,92460,1379,137,2020-3-3,192.0,khTUq2pYs74
1266,One Bite With Davey Pageviews - Mike's Pizza,36852,482,26,2020-3-3,124.0,Jqaq567Qk3A
1267,One Bite with Davey Pageviews - Nicks Pizza Bar (Bonus Back Spasm),157410,2155,108,2020-3-3,275.0,6lpMbLwNCNI
1268,One Bite With Davey Pageviews - Deninos,40644,382,34,2020-3-3,129.0,CnfsO6Q1ODc
1269,One Bite with Davey Pageviews - Garlic New York Pizza Bar featuring Antje Utgaard,239132,1825,177,2020-3-3,213.0,Hhij7aXpC3c
1270,One Bite with Davey Pageviews - Pronto Pizza featuring Johnny Manziel,145133,1418,162,2020-3-3,177.0,NXSmUwh5ErE
1271,One Bite with Davey Pageviews - Artichoke Basille's Pizza,116751,1035,117,2020-3-3,191.0,oJkqXKCKo7s
1272,One Bite with Davey Pageviews - Gaslight Pizzeria,25015,447,18,2020-3-3,137.0,rMLpoHsjMe8
1273,One Bite with Davey Pageviews - Stella's,42655,730,33,2020-3-3,234.0,A2QDj-_S2d8
1274,One Bite with Davey Pageviews - Filaga (chelsea market),27664,318,25,2020-3-3,207.0,A1YeToMC6L0
1275,One Bite with Davey Pageviews - Abitinos Pizzeria,33000,450,48,2020-3-3,177.0,wM5Ei57wAFE
1276,One Bite with Davey Pageviews - Lombardis featuring Ashley Benson,234561,2185,207,2020-3-3,317.0,a8Leoyc5byE
1277,One Bite with Davey Pageviews - Famous Ray's,85939,962,80,2020-3-3,177.0,cLFSKnYRYgU
1278,One Bite with Davey Pageviews - Cavallos,35502,677,43,2020-3-3,156.0,Qagqyj0Fee0
1279,One Bite with Davey Pageviews-  Lunetta & Florian Pizza,95775,990,76,2020-3-3,378.0,Ssat-Bz0l5M
1280,One Bite with Davey Pageviews - Pie by the Pound,127099,1598,151,2020-3-3,315.0,i-lEPWQwlXo
1281,One Bite with Davey Pageviews - Blaze Pizza (LA),587053,8352,682,2020-3-3,86.0,91y4IblHbUs
1282,"One Bite with Davey Pageviews - Ciro's Pizzeria, San Diego",30477,354,47,2020-3-3,105.0,qDX7bslTb4U
1283,One Bite with Davey Pageviews - John's of Bleecker Street,1792424,13889,1305,2020-3-3,265.0,S7U-vROxF1w
