,title,view_count,like_count,comment_count,published,duration,video_id
1284,One Bite with Davey Pageviews - Pizza Marathon,59704,999,110,2020-3-3,476.0,IQNO4Mw39JA
1285,One Bite With Davey Pageviews - Grimaldis,364589,4403,440,2020-3-3,362.0,xF-JfU-5opw
1286,One Bite with Davey Pageviews - Js Pizza,98661,745,64,2020-3-3,144.0,32LUIUqIvno
1287,One Bite with Davey Pageviews - Dough Boys,98573,956,77,2020-3-3,153.0,29x9JMB4UXw
1288,One Bite with Davey Pageviews - Pastafina Pizza,131623,1319,81,2020-3-3,205.0,laIPG6Ygkzg
1289,One Bite with Davey Pageviews - Slice Out Hunger Pizzapalooza,370522,4402,577,2020-3-3,1106.0,BYR7Zl8xf4w
1290,"Barstool Sports Pizza Review - Home Slice - Austin, TX",147045,1491,297,2020-3-3,432.0,M22CdiXiBNA
1291,JV Super Bowl Pizza Review - Acquoina Pizza,73313,654,82,2020-3-3,232.0,IYD3bCDb__8
1292,Barstool Pizza Review - Rosie's Pizzeria,178419,2253,248,2020-3-3,304.0,GXXg51jxwk4
1293,Barstool Italy Pizza Review - The First Lady,139556,1297,116,2020-3-3,92.0,acVywOrJwkc
1294,Barstool Pizza Review - Belmar Pizza (KFC Wedding),26131,146,17,2020-3-3,29.0,UwNzuImFjx8
1295,Barstool Final Four Pizza Review - Lucas Oil Stadium,18315,123,9,2020-3-3,61.0,TibtMwf6Ev0
1296,Barstool Italy Pizza Review - Fast Bar,54739,542,69,2020-3-3,143.0,V-XIE4VToFI
1297,Barstool Pizza Review - Berkeley Pizza (San Diego),40967,445,89,2020-3-3,88.0,TWKv350hp9s
1298,Barstool Nantucket Pizza Review With Bill Belichick,21131,133,11,2020-3-3,44.0,-YgTwAySqJM
1299,Barstool Pizza Review - Sbarro (New York),35415,237,26,2020-3-3,33.0,rtbSolUaIZE
1300,Barstool Italy Pizza Review - Pizza Ré,113599,1308,172,2020-3-3,106.0,Q5TjNUujtaI
1301,Barstool Pizza Review - The Pizza Bar (Miami),15797,111,12,2020-3-3,68.0,hE-qv73a5Cg
1302,"El Pres, Holley Mangold - A Taste Of Fenway Part 1",76450,533,104,2020-3-3,438.0,d3-pnNg0W2w
1303,Barstool Pizza Review - Bianchi's,49231,633,96,2020-3-3,241.0,5Oo0Y37ZAqg
1304,Barstool Pizza Review - Subway Flatizza,120702,764,66,2020-3-3,149.0,bwjEAwiIWJI
1305,Barstool Pizza Review - T Anthony's,48913,491,34,2020-3-3,131.0,bkCfWg5QJSs
1306,"El Pres, Holley Mangold - A Taste Of Fenway Part 2",37366,332,37,2020-3-3,681.0,CEjeRK7FiPI
1307,Barstool Pizza Review - Canton Sports Plex,18048,200,14,2020-3-3,67.0,mwGufuboHd4
1308,Barstool Pizza Review - Wood Fried Stoked Pizza,57594,620,50,2020-3-3,175.0,qHqa2YhU5mk
1309,Barstool Italy Pizza Review #5,37153,390,51,2020-3-3,181.0,YDDzmJzfnMQ
1310,Barstool Pizza Review - One and Only (Bahamas),16748,111,17,2020-3-3,52.0,9QXI-Zdiai0
1311,Barstool Pizza Review - Imperial Pizza Buffalo (Preview),38018,141,47,2020-3-3,26.0,oIcrV_kgyOI
1312,Barstool Pizza Review - Pantry,86344,307,50,2020-3-3,140.0,zCsN1pCZqmQ
1313,Barstool Pizza Review - Steamboat Pizza Nantucket,112506,463,58,2020-3-3,70.0,evWDOTXqE80
1314,Private video,112506,463,58,2020-3-3,70.0,kNmPlobqF_g
1315,Private video,112506,463,58,2020-3-3,70.0,_Dc1ZJXBztw
1316,Private video,112506,463,58,2020-3-3,70.0,ZuD3VZMHBCk
1317,Private video,112506,463,58,2020-3-3,70.0,xROpAESxsno
1318,Private video,112506,463,58,2020-3-3,70.0,mjo9IhjL7rU
1319,Private video,112506,463,58,2020-3-3,70.0,N_TOGyu84SU
1320,Private video,112506,463,58,2020-3-3,70.0,i6bXfJsQyVg
1321,Private video,112506,463,58,2020-3-3,70.0,qg83SYDdtUs
1322,Private video,112506,463,58,2020-3-3,70.0,dM7ozUrGK8M
1323,Private video,112506,463,58,2020-3-3,70.0,tnZ9Oq9Cy88
1324,Private video,112506,463,58,2020-3-3,70.0,VX9ZRyty3F4
1325,Private video,112506,463,58,2020-3-3,70.0,HwOjpxwwsdY
1326,Private video,112506,463,58,2020-3-3,70.0,noYldji-dyw
1327,Private video,112506,463,58,2020-3-3,70.0,U7o0PCljie8
1328,Private video,112506,463,58,2020-3-3,70.0,53MrfL4iA3o
1329,Private video,112506,463,58,2020-3-3,70.0,YNq_tFkOaEY
1330,Private video,112506,463,58,2020-3-3,70.0,G32hygtHSIY
1331,Private video,112506,463,58,2020-3-3,70.0,ByR7VaPWZKQ
1332,Private video,112506,463,58,2020-3-3,70.0,BcWnmz2r5f4
1333,Private video,112506,463,58,2020-3-3,70.0,4L0qvnK05uY
1334,Private video,112506,463,58,2020-3-3,70.0,rqm6EqtxX-E
1335,Private video,112506,463,58,2020-3-3,70.0,pRM_pZ6C-yw
1336,Private video,112506,463,58,2020-3-3,70.0,WVZbSl13NC0
1337,Private video,112506,463,58,2020-3-3,70.0,YpFi3aBfyoE
1338,Private video,112506,463,58,2020-3-3,70.0,Q43e_lX5CAw
1339,Private video,112506,463,58,2020-3-3,70.0,83t3CkWQ14w
1340,Private video,112506,463,58,2020-3-3,70.0,kD7aUYsdhNc
1341,Private video,112506,463,58,2020-3-3,70.0,ZyPQIHRKjt4
1342,Private video,112506,463,58,2020-3-3,70.0,MfRnhzmoJ0U
1343,Private video,112506,463,58,2020-3-3,70.0,-7pYOEqtpKI
1344,Private video,112506,463,58,2020-3-3,70.0,FMKAo5nzT5E
1345,Private video,112506,463,58,2020-3-3,70.0,LidqFFXenKQ
1346,Private video,112506,463,58,2020-3-3,70.0,KArc1Hc7PKA
1347,Private video,112506,463,58,2020-3-3,70.0,NHHbQRVQJMo
1348,Private video,112506,463,58,2020-3-3,70.0,NeNOVE-aYEw
1349,Private video,112506,463,58,2023-1-13,70.0,WKK1WS3e3kQ
1350,Private video,112506,463,58,2023-1-23,70.0,zgj4obmD-dI
